[ 2012-03-26T10:11:39+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T10:11:43+08:00 ] /www/read/author | INFO: Tag[ route_check ] --END-- [ RunTime:0.001420s ]
[ 2012-03-26T10:11:43+08:00 ] /www/read/author | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T10:11:43+08:00 ] /www/read/author | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000927s ]
[ 2012-03-26T10:11:43+08:00 ] /www/read/author | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001028s ]
[ 2012-03-26T10:11:43+08:00 ] /www/read/author/login | INFO: Tag[ route_check ] --START--
[ 2012-03-26T10:11:43+08:00 ] /www/read/author/login | INFO: Run CheckRoute Behavior [ RunTime:0.001489s ]
[ 2012-03-26T10:11:43+08:00 ] /www/read/author/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.001660s ]
[ 2012-03-26T10:11:43+08:00 ] /www/read/author/login | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T10:11:43+08:00 ] /www/read/author/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000858s ]
[ 2012-03-26T10:11:43+08:00 ] /www/read/author/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000954s ]
[ 2012-03-26T10:11:43+08:00 ] /www/read/author/login | NOTIC: [8] Undefined index:  userName functions.php 第 441 行.
[ 2012-03-26T10:11:43+08:00 ] /www/read/author/login | NOTIC: [8] Undefined index:  logout functions.php 第 441 行.
[ 2012-03-26T10:11:43+08:00 ] /www/read/author/login | INFO: Tag[ view_template ] --START--
[ 2012-03-26T10:11:43+08:00 ] /www/read/author/login | INFO: Run LocationTemplate Behavior [ RunTime:0.001700s ]
[ 2012-03-26T10:11:43+08:00 ] /www/read/author/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.001808s ]
[ 2012-03-26T10:11:43+08:00 ] /www/read/author/login | INFO: Tag[ view_parse ] --START--
[ 2012-03-26T10:11:43+08:00 ] /www/read/author/login | INFO: Run ParseTemplate Behavior [ RunTime:0.111557s ]
[ 2012-03-26T10:11:43+08:00 ] /www/read/author/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.111665s ]
[ 2012-03-26T10:11:43+08:00 ] /www/read/author/login | INFO: Tag[ view_filter ] --START--
[ 2012-03-26T10:11:43+08:00 ] /www/read/author/login | INFO: Run ContentReplace Behavior [ RunTime:0.000677s ]
[ 2012-03-26T10:11:43+08:00 ] /www/read/author/login | INFO: Run TokenBuild Behavior [ RunTime:0.000708s ]
[ 2012-03-26T10:11:43+08:00 ] /www/read/author/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000479s ]
[ 2012-03-26T10:11:43+08:00 ] /www/read/author/login | INFO: Run ShowRuntime Behavior [ RunTime:0.000740s ]
[ 2012-03-26T10:11:43+08:00 ] /www/read/author/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002850s ]
[ 2012-03-26T10:11:43+08:00 ] /www/read/author/login | INFO: Tag[ view_end ] --START--
[ 2012-03-26T10:11:43+08:00 ] /www/read/author/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.003527s ]
[ 2012-03-26T10:11:43+08:00 ] /www/read/author/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.003637s ]
[ 2012-03-26T10:11:50+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T10:11:50+08:00 ] /www/read/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001134s ]
[ 2012-03-26T10:11:50+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001511s ]
[ 2012-03-26T10:11:50+08:00 ] /www/read/login | INFO: Tag[ route_check ] --START--
[ 2012-03-26T10:11:50+08:00 ] /www/read/login | INFO: Run CheckRoute Behavior [ RunTime:0.001273s ]
[ 2012-03-26T10:11:50+08:00 ] /www/read/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.001414s ]
[ 2012-03-26T10:11:50+08:00 ] /www/read/login | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T10:11:50+08:00 ] /www/read/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000872s ]
[ 2012-03-26T10:11:50+08:00 ] /www/read/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000992s ]
[ 2012-03-26T10:11:50+08:00 ] /www/read/login | NOTIC: [8] Undefined index:  userName functions.php 第 441 行.
[ 2012-03-26T10:11:50+08:00 ] /www/read/login | NOTIC: [8] Undefined index:  logout functions.php 第 441 行.
[ 2012-03-26T10:11:50+08:00 ] /www/read/login | INFO: Tag[ view_template ] --START--
[ 2012-03-26T10:11:50+08:00 ] /www/read/login | INFO: Run LocationTemplate Behavior [ RunTime:0.000701s ]
[ 2012-03-26T10:11:50+08:00 ] /www/read/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.000787s ]
[ 2012-03-26T10:11:50+08:00 ] /www/read/login | INFO: Tag[ view_parse ] --START--
[ 2012-03-26T10:11:50+08:00 ] /www/read/login | INFO: Run ParseTemplate Behavior [ RunTime:0.018160s ]
[ 2012-03-26T10:11:50+08:00 ] /www/read/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018276s ]
[ 2012-03-26T10:11:50+08:00 ] /www/read/login | INFO: Tag[ view_filter ] --START--
[ 2012-03-26T10:11:50+08:00 ] /www/read/login | INFO: Run ContentReplace Behavior [ RunTime:0.000672s ]
[ 2012-03-26T10:11:50+08:00 ] /www/read/login | INFO: Run TokenBuild Behavior [ RunTime:0.000706s ]
[ 2012-03-26T10:11:50+08:00 ] /www/read/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000487s ]
[ 2012-03-26T10:11:50+08:00 ] /www/read/login | INFO: Run ShowRuntime Behavior [ RunTime:0.000735s ]
[ 2012-03-26T10:11:50+08:00 ] /www/read/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002843s ]
[ 2012-03-26T10:11:50+08:00 ] /www/read/login | INFO: Tag[ view_end ] --START--
[ 2012-03-26T10:11:50+08:00 ] /www/read/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.003710s ]
[ 2012-03-26T10:11:50+08:00 ] /www/read/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.003815s ]
[ 2012-03-26T10:12:00+08:00 ] /www/read/check | INFO: Tag[ route_check ] --START--
[ 2012-03-26T10:12:00+08:00 ] /www/read/check | INFO: Run CheckRoute Behavior [ RunTime:0.001733s ]
[ 2012-03-26T10:12:00+08:00 ] /www/read/check | INFO: Tag[ route_check ] --END-- [ RunTime:0.001880s ]
[ 2012-03-26T10:12:00+08:00 ] /www/read/check | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T10:12:00+08:00 ] /www/read/check | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001428s ]
[ 2012-03-26T10:12:00+08:00 ] /www/read/check | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001539s ]
[ 2012-03-26T10:12:00+08:00 ] /www/read/check | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.073116s ]
[ 2012-03-26T10:12:00+08:00 ] /www/read/check | SQL: SELECT * FROM `user` WHERE ( `userName` = 'user' ) AND ( `userPass` = 'user' ) AND ( `state` = 1 )  [ RunTime:0.003466s ]
[ 2012-03-26T10:12:00+08:00 ] /www/read/index | INFO: Tag[ route_check ] --START--
[ 2012-03-26T10:12:00+08:00 ] /www/read/index | INFO: Run CheckRoute Behavior [ RunTime:0.001279s ]
[ 2012-03-26T10:12:00+08:00 ] /www/read/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.001456s ]
[ 2012-03-26T10:12:00+08:00 ] /www/read/index | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T10:12:00+08:00 ] /www/read/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000849s ]
[ 2012-03-26T10:12:00+08:00 ] /www/read/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000946s ]
[ 2012-03-26T10:12:00+08:00 ] /www/read/index | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.011138s ]
[ 2012-03-26T10:12:00+08:00 ] /www/read/index | SQL: SELECT * FROM `books`  [ RunTime:0.006963s ]
[ 2012-03-26T10:12:00+08:00 ] /www/read/index | INFO: Tag[ view_template ] --START--
[ 2012-03-26T10:12:00+08:00 ] /www/read/index | INFO: Run LocationTemplate Behavior [ RunTime:0.001937s ]
[ 2012-03-26T10:12:00+08:00 ] /www/read/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.002042s ]
[ 2012-03-26T10:12:00+08:00 ] /www/read/index | INFO: Tag[ view_parse ] --START--
[ 2012-03-26T10:12:00+08:00 ] /www/read/index | INFO: Run ParseTemplate Behavior [ RunTime:0.031039s ]
[ 2012-03-26T10:12:00+08:00 ] /www/read/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.031152s ]
[ 2012-03-26T10:12:00+08:00 ] /www/read/index | INFO: Tag[ view_filter ] --START--
[ 2012-03-26T10:12:00+08:00 ] /www/read/index | INFO: Run ContentReplace Behavior [ RunTime:0.000778s ]
[ 2012-03-26T10:12:00+08:00 ] /www/read/index | INFO: Run TokenBuild Behavior [ RunTime:0.000783s ]
[ 2012-03-26T10:12:00+08:00 ] /www/read/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000483s ]
[ 2012-03-26T10:12:00+08:00 ] /www/read/index | INFO: Run ShowRuntime Behavior [ RunTime:0.000813s ]
[ 2012-03-26T10:12:00+08:00 ] /www/read/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003117s ]
[ 2012-03-26T10:12:00+08:00 ] /www/read/index | INFO: Tag[ view_end ] --START--
[ 2012-03-26T10:12:00+08:00 ] /www/read/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.004354s ]
[ 2012-03-26T10:12:00+08:00 ] /www/read/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.004466s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ route_check ] --START--
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run CheckRoute Behavior [ RunTime:0.002075s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.002222s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001582s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001687s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004611s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | SQL: SELECT * FROM `books`  [ RunTime:0.004308s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_template ] --START--
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run LocationTemplate Behavior [ RunTime:0.002415s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.002518s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_parse ] --START--
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run ParseTemplate Behavior [ RunTime:0.034484s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.034604s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_filter ] --START--
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run ContentReplace Behavior [ RunTime:0.001600s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run TokenBuild Behavior [ RunTime:0.001640s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001285s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run ShowRuntime Behavior [ RunTime:0.002347s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007157s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_end ] --START--
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.005147s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.005340s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ route_check ] --START--
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run CheckRoute Behavior [ RunTime:0.001329s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.001478s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000860s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000963s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.005098s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | SQL: SELECT * FROM `books`  [ RunTime:0.004023s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_template ] --START--
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run LocationTemplate Behavior [ RunTime:0.000733s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.000836s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_parse ] --START--
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run ParseTemplate Behavior [ RunTime:0.022870s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022992s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_filter ] --START--
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run ContentReplace Behavior [ RunTime:0.000711s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run TokenBuild Behavior [ RunTime:0.000708s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000846s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001071s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003735s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_end ] --START--
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.003642s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.003758s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ route_check ] --START--
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run CheckRoute Behavior [ RunTime:0.001282s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.001428s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000908s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001015s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004539s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | SQL: SELECT * FROM `books`  [ RunTime:0.004407s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_template ] --START--
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run LocationTemplate Behavior [ RunTime:0.000751s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.000842s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_parse ] --START--
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run ParseTemplate Behavior [ RunTime:0.023010s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.023134s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_filter ] --START--
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run ContentReplace Behavior [ RunTime:0.000717s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run TokenBuild Behavior [ RunTime:0.000690s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000484s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run ShowRuntime Behavior [ RunTime:0.000770s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002937s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_end ] --START--
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.003573s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.003681s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ route_check ] --START--
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run CheckRoute Behavior [ RunTime:0.001447s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.001660s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001031s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001146s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004416s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | SQL: SELECT * FROM `books`  [ RunTime:0.004170s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_template ] --START--
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run LocationTemplate Behavior [ RunTime:0.000743s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.000833s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_parse ] --START--
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run ParseTemplate Behavior [ RunTime:0.021698s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.021814s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_filter ] --START--
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run ContentReplace Behavior [ RunTime:0.000762s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run TokenBuild Behavior [ RunTime:0.000782s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000492s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run ShowRuntime Behavior [ RunTime:0.000745s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003044s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_end ] --START--
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.003564s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.003674s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ route_check ] --START--
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run CheckRoute Behavior [ RunTime:0.001363s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.001514s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000886s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000990s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.005274s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | SQL: SELECT * FROM `books`  [ RunTime:0.004360s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_template ] --START--
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run LocationTemplate Behavior [ RunTime:0.000761s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.000852s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_parse ] --START--
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run ParseTemplate Behavior [ RunTime:0.022122s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022232s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_filter ] --START--
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run ContentReplace Behavior [ RunTime:0.001027s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run TokenBuild Behavior [ RunTime:0.000853s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000587s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run ShowRuntime Behavior [ RunTime:0.000928s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003985s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_end ] --START--
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.004264s ]
[ 2012-03-26T10:43:37+08:00 ] /www/read/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.004379s ]
[ 2012-03-26T10:49:14+08:00 ] /www/read/index | INFO: Tag[ route_check ] --START--
[ 2012-03-26T10:49:14+08:00 ] /www/read/index | INFO: Run CheckRoute Behavior [ RunTime:0.002041s ]
[ 2012-03-26T10:49:14+08:00 ] /www/read/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.002188s ]
[ 2012-03-26T10:49:14+08:00 ] /www/read/index | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T10:49:14+08:00 ] /www/read/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001602s ]
[ 2012-03-26T10:49:14+08:00 ] /www/read/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001708s ]
[ 2012-03-26T10:49:14+08:00 ] /www/read/index | SQL: SHOW COLUMNS FROM `novel` [ RunTime:0.005980s ]
[ 2012-03-26T10:49:14+08:00 ] /www/read/index | NOTIC: [4096] Object of class NovelModel could not be converted to string IndexAction.class.php 第 11 行.
[ 2012-03-26T10:49:15+08:00 ] /www/read/index | INFO: Tag[ route_check ] --START--
[ 2012-03-26T10:49:15+08:00 ] /www/read/index | INFO: Run CheckRoute Behavior [ RunTime:0.001329s ]
[ 2012-03-26T10:49:15+08:00 ] /www/read/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.001477s ]
[ 2012-03-26T10:49:15+08:00 ] /www/read/index | INFO: Tag[ app_begin ] --START--
