[ 2012-03-22T09:25:18+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-22T09:25:48+08:00 ] /www/read/Admin/check | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.053468s ]
[ 2012-03-22T09:25:48+08:00 ] /www/read/Admin/check | SQL: SELECT * FROM `user` WHERE ( `userName` = 'admin' ) AND ( `userPass` = 'admin' ) AND ( `state` = 1 ) AND ( `userType` = 2 )  [ RunTime:0.001049s ]
[ 2012-03-22T09:25:48+08:00 ] /www/read/admin | INFO: Tag[ route_check ] --START--
[ 2012-03-22T09:25:48+08:00 ] /www/read/admin | INFO: Run CheckRoute Behavior [ RunTime:0.001272s ]
[ 2012-03-22T09:25:48+08:00 ] /www/read/admin | INFO: Tag[ route_check ] --END-- [ RunTime:0.001414s ]
[ 2012-03-22T09:25:48+08:00 ] /www/read/admin | INFO: Tag[ app_begin ] --START--
[ 2012-03-22T09:25:48+08:00 ] /www/read/admin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001598s ]
[ 2012-03-22T09:25:48+08:00 ] /www/read/admin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001705s ]
[ 2012-03-22T09:25:48+08:00 ] /www/read/admin | INFO: Tag[ view_template ] --START--
[ 2012-03-22T09:25:48+08:00 ] /www/read/admin | INFO: Run LocationTemplate Behavior [ RunTime:0.010946s ]
[ 2012-03-22T09:25:48+08:00 ] /www/read/admin | INFO: Tag[ view_template ] --END-- [ RunTime:0.011067s ]
[ 2012-03-22T09:25:48+08:00 ] /www/read/admin | INFO: Tag[ view_parse ] --START--
[ 2012-03-22T09:25:48+08:00 ] /www/read/admin | INFO: Run ParseTemplate Behavior [ RunTime:0.025545s ]
[ 2012-03-22T09:25:48+08:00 ] /www/read/admin | INFO: Tag[ view_parse ] --END-- [ RunTime:0.025653s ]
[ 2012-03-22T09:25:48+08:00 ] /www/read/admin | INFO: Tag[ view_filter ] --START--
[ 2012-03-22T09:25:48+08:00 ] /www/read/admin | INFO: Run ContentReplace Behavior [ RunTime:0.001010s ]
[ 2012-03-22T09:25:48+08:00 ] /www/read/admin | INFO: Run TokenBuild Behavior [ RunTime:0.000727s ]
[ 2012-03-22T09:25:48+08:00 ] /www/read/admin | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000501s ]
[ 2012-03-22T09:25:48+08:00 ] /www/read/admin | INFO: Run ShowRuntime Behavior [ RunTime:0.000748s ]
[ 2012-03-22T09:25:48+08:00 ] /www/read/admin | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003255s ]
[ 2012-03-22T09:25:48+08:00 ] /www/read/admin | INFO: Tag[ view_end ] --START--
[ 2012-03-22T09:25:48+08:00 ] /www/read/admin | INFO: Run ShowPageTrace Behavior [ RunTime:0.003877s ]
[ 2012-03-22T09:25:48+08:00 ] /www/read/admin | INFO: Tag[ view_end ] --END-- [ RunTime:0.003987s ]
[ 2012-03-22T09:25:56+08:00 ] /www/read/Admin/logout | INFO: Tag[ route_check ] --START--
[ 2012-03-22T09:25:56+08:00 ] /www/read/Admin/logout | INFO: Run CheckRoute Behavior [ RunTime:0.001652s ]
[ 2012-03-22T09:25:56+08:00 ] /www/read/Admin/logout | INFO: Tag[ route_check ] --END-- [ RunTime:0.001817s ]
[ 2012-03-22T09:25:56+08:00 ] /www/read/Admin/logout | INFO: Tag[ app_begin ] --START--
[ 2012-03-22T09:25:56+08:00 ] /www/read/Admin/logout | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000893s ]
[ 2012-03-22T09:25:56+08:00 ] /www/read/Admin/logout | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000994s ]
[ 2012-03-22T09:25:56+08:00 ] /www/read/Admin/login | INFO: Tag[ route_check ] --START--
[ 2012-03-22T09:25:56+08:00 ] /www/read/Admin/login | INFO: Run CheckRoute Behavior [ RunTime:0.001273s ]
[ 2012-03-22T09:25:56+08:00 ] /www/read/Admin/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.001414s ]
[ 2012-03-22T09:25:56+08:00 ] /www/read/Admin/login | INFO: Tag[ app_begin ] --START--
[ 2012-03-22T09:25:56+08:00 ] /www/read/Admin/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000886s ]
[ 2012-03-22T09:25:56+08:00 ] /www/read/Admin/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000985s ]
[ 2012-03-22T09:25:56+08:00 ] /www/read/Admin/login | NOTIC: [8] Undefined index:  userName functions.php 第 441 行.
[ 2012-03-22T09:25:56+08:00 ] /www/read/Admin/login | NOTIC: [8] Undefined index:  logout functions.php 第 441 行.
[ 2012-03-22T09:25:56+08:00 ] /www/read/Admin/login | INFO: Tag[ view_template ] --START--
[ 2012-03-22T09:25:56+08:00 ] /www/read/Admin/login | INFO: Run LocationTemplate Behavior [ RunTime:0.000690s ]
[ 2012-03-22T09:25:56+08:00 ] /www/read/Admin/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.000778s ]
[ 2012-03-22T09:25:56+08:00 ] /www/read/Admin/login | INFO: Tag[ view_parse ] --START--
[ 2012-03-22T09:25:56+08:00 ] /www/read/Admin/login | INFO: Run ParseTemplate Behavior [ RunTime:0.011727s ]
[ 2012-03-22T09:25:56+08:00 ] /www/read/Admin/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.011830s ]
[ 2012-03-22T09:25:56+08:00 ] /www/read/Admin/login | INFO: Tag[ view_filter ] --START--
[ 2012-03-22T09:25:56+08:00 ] /www/read/Admin/login | INFO: Run ContentReplace Behavior [ RunTime:0.000680s ]
[ 2012-03-22T09:25:56+08:00 ] /www/read/Admin/login | INFO: Run TokenBuild Behavior [ RunTime:0.000731s ]
[ 2012-03-22T09:25:56+08:00 ] /www/read/Admin/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000481s ]
[ 2012-03-22T09:25:56+08:00 ] /www/read/Admin/login | INFO: Run ShowRuntime Behavior [ RunTime:0.000761s ]
[ 2012-03-22T09:25:56+08:00 ] /www/read/Admin/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002898s ]
[ 2012-03-22T09:25:56+08:00 ] /www/read/Admin/login | INFO: Tag[ view_end ] --START--
[ 2012-03-22T09:25:56+08:00 ] /www/read/Admin/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.003678s ]
[ 2012-03-22T09:25:56+08:00 ] /www/read/Admin/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.003808s ]
[ 2012-03-22T09:26:02+08:00 ] /www/read/Author/login | INFO: Tag[ route_check ] --START--
[ 2012-03-22T09:26:02+08:00 ] /www/read/Author/login | INFO: Run CheckRoute Behavior [ RunTime:0.001364s ]
[ 2012-03-22T09:26:02+08:00 ] /www/read/Author/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.001504s ]
[ 2012-03-22T09:26:02+08:00 ] /www/read/Author/login | INFO: Tag[ app_begin ] --START--
[ 2012-03-22T09:26:02+08:00 ] /www/read/Author/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000871s ]
[ 2012-03-22T09:26:02+08:00 ] /www/read/Author/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000970s ]
[ 2012-03-22T09:26:02+08:00 ] /www/read/Author/login | NOTIC: [8] Undefined index:  userName functions.php 第 441 行.
[ 2012-03-22T09:26:02+08:00 ] /www/read/Author/login | NOTIC: [8] Undefined index:  logout functions.php 第 441 行.
[ 2012-03-22T09:26:02+08:00 ] /www/read/Author/login | INFO: Tag[ view_template ] --START--
[ 2012-03-22T09:26:02+08:00 ] /www/read/Author/login | INFO: Run LocationTemplate Behavior [ RunTime:0.002313s ]
[ 2012-03-22T09:26:02+08:00 ] /www/read/Author/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.002414s ]
[ 2012-03-22T09:26:02+08:00 ] /www/read/Author/login | INFO: Tag[ view_parse ] --START--
[ 2012-03-22T09:26:02+08:00 ] /www/read/Author/login | INFO: Run ParseTemplate Behavior [ RunTime:0.022550s ]
[ 2012-03-22T09:26:02+08:00 ] /www/read/Author/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022659s ]
[ 2012-03-22T09:26:02+08:00 ] /www/read/Author/login | INFO: Tag[ view_filter ] --START--
[ 2012-03-22T09:26:02+08:00 ] /www/read/Author/login | INFO: Run ContentReplace Behavior [ RunTime:0.000663s ]
[ 2012-03-22T09:26:02+08:00 ] /www/read/Author/login | INFO: Run TokenBuild Behavior [ RunTime:0.000780s ]
[ 2012-03-22T09:26:02+08:00 ] /www/read/Author/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000701s ]
[ 2012-03-22T09:26:02+08:00 ] /www/read/Author/login | INFO: Run ShowRuntime Behavior [ RunTime:0.000798s ]
[ 2012-03-22T09:26:02+08:00 ] /www/read/Author/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003195s ]
[ 2012-03-22T09:26:02+08:00 ] /www/read/Author/login | INFO: Tag[ view_end ] --START--
[ 2012-03-22T09:26:02+08:00 ] /www/read/Author/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.003652s ]
[ 2012-03-22T09:26:02+08:00 ] /www/read/Author/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.003788s ]
[ 2012-03-22T09:26:13+08:00 ] /www/read/Author/check | INFO: Tag[ route_check ] --START--
[ 2012-03-22T09:26:13+08:00 ] /www/read/Author/check | INFO: Run CheckRoute Behavior [ RunTime:0.002544s ]
[ 2012-03-22T09:26:13+08:00 ] /www/read/Author/check | INFO: Tag[ route_check ] --END-- [ RunTime:0.002797s ]
[ 2012-03-22T09:26:13+08:00 ] /www/read/Author/check | INFO: Tag[ app_begin ] --START--
[ 2012-03-22T09:26:13+08:00 ] /www/read/Author/check | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001031s ]
[ 2012-03-22T09:26:13+08:00 ] /www/read/Author/check | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001135s ]
[ 2012-03-22T09:26:13+08:00 ] /www/read/Author/check | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.003226s ]
[ 2012-03-22T09:26:13+08:00 ] /www/read/Author/check | SQL: SELECT * FROM `user` WHERE ( `userName` = 'author' ) AND ( `userPass` = 'author' ) AND ( `state` = 1 ) AND ( `userType` = 1 )  [ RunTime:0.000996s ]
[ 2012-03-22T09:26:13+08:00 ] /www/read/author | INFO: Tag[ route_check ] --START--
[ 2012-03-22T09:26:13+08:00 ] /www/read/author | INFO: Run CheckRoute Behavior [ RunTime:0.001284s ]
[ 2012-03-22T09:26:13+08:00 ] /www/read/author | INFO: Tag[ route_check ] --END-- [ RunTime:0.001425s ]
[ 2012-03-22T09:26:13+08:00 ] /www/read/author | INFO: Tag[ app_begin ] --START--
[ 2012-03-22T09:26:13+08:00 ] /www/read/author | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001282s ]
[ 2012-03-22T09:26:13+08:00 ] /www/read/author | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001444s ]
[ 2012-03-22T09:26:13+08:00 ] /www/read/author | INFO: Tag[ view_template ] --START--
[ 2012-03-22T09:26:13+08:00 ] /www/read/author | INFO: Run LocationTemplate Behavior [ RunTime:0.001871s ]
[ 2012-03-22T09:26:13+08:00 ] /www/read/author | INFO: Tag[ view_template ] --END-- [ RunTime:0.001990s ]
[ 2012-03-22T09:26:13+08:00 ] /www/read/author | INFO: Tag[ view_parse ] --START--
[ 2012-03-22T09:26:13+08:00 ] /www/read/author | INFO: Run ParseTemplate Behavior [ RunTime:0.071923s ]
[ 2012-03-22T09:26:13+08:00 ] /www/read/author | INFO: Tag[ view_parse ] --END-- [ RunTime:0.072067s ]
[ 2012-03-22T09:26:13+08:00 ] /www/read/author | INFO: Tag[ view_filter ] --START--
[ 2012-03-22T09:26:13+08:00 ] /www/read/author | INFO: Run ContentReplace Behavior [ RunTime:0.000965s ]
[ 2012-03-22T09:26:13+08:00 ] /www/read/author | INFO: Run TokenBuild Behavior [ RunTime:0.000961s ]
[ 2012-03-22T09:26:13+08:00 ] /www/read/author | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000660s ]
[ 2012-03-22T09:26:13+08:00 ] /www/read/author | INFO: Run ShowRuntime Behavior [ RunTime:0.001038s ]
[ 2012-03-22T09:26:13+08:00 ] /www/read/author | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003975s ]
[ 2012-03-22T09:26:13+08:00 ] /www/read/author | INFO: Tag[ view_end ] --START--
[ 2012-03-22T09:26:13+08:00 ] /www/read/author | INFO: Run ShowPageTrace Behavior [ RunTime:0.004502s ]
[ 2012-03-22T09:26:13+08:00 ] /www/read/author | INFO: Tag[ view_end ] --END-- [ RunTime:0.004637s ]
[ 2012-03-22T09:26:17+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ route_check ] --START--
[ 2012-03-22T09:26:17+08:00 ] /www/read/Author/add_Novel | INFO: Run CheckRoute Behavior [ RunTime:0.001387s ]
[ 2012-03-22T09:26:17+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ route_check ] --END-- [ RunTime:0.001560s ]
[ 2012-03-22T09:26:17+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ app_begin ] --START--
[ 2012-03-22T09:26:17+08:00 ] /www/read/Author/add_Novel | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000932s ]
[ 2012-03-22T09:26:17+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001042s ]
[ 2012-03-22T09:26:17+08:00 ] /www/read/Author/add_Novel | SQL: SHOW COLUMNS FROM `bookclass` [ RunTime:0.028327s ]
[ 2012-03-22T09:26:17+08:00 ] /www/read/Author/add_Novel | SQL: SELECT * FROM `bookclass`  [ RunTime:0.000989s ]
[ 2012-03-22T09:26:17+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_template ] --START--
[ 2012-03-22T09:26:17+08:00 ] /www/read/Author/add_Novel | INFO: Run LocationTemplate Behavior [ RunTime:0.002418s ]
[ 2012-03-22T09:26:17+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_template ] --END-- [ RunTime:0.002527s ]
[ 2012-03-22T09:26:17+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_parse ] --START--
[ 2012-03-22T09:26:17+08:00 ] /www/read/Author/add_Novel | INFO: Run ParseTemplate Behavior [ RunTime:0.015533s ]
[ 2012-03-22T09:26:17+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015639s ]
[ 2012-03-22T09:26:17+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_filter ] --START--
[ 2012-03-22T09:26:17+08:00 ] /www/read/Author/add_Novel | INFO: Run ContentReplace Behavior [ RunTime:0.000907s ]
[ 2012-03-22T09:26:17+08:00 ] /www/read/Author/add_Novel | INFO: Run TokenBuild Behavior [ RunTime:0.000750s ]
[ 2012-03-22T09:26:17+08:00 ] /www/read/Author/add_Novel | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000511s ]
[ 2012-03-22T09:26:17+08:00 ] /www/read/Author/add_Novel | INFO: Run ShowRuntime Behavior [ RunTime:0.000754s ]
[ 2012-03-22T09:26:17+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003173s ]
[ 2012-03-22T09:26:17+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_end ] --START--
[ 2012-03-22T09:26:17+08:00 ] /www/read/Author/add_Novel | INFO: Run ShowPageTrace Behavior [ RunTime:0.003705s ]
[ 2012-03-22T09:26:17+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_end ] --END-- [ RunTime:0.003815s ]
[ 2012-03-22T09:26:22+08:00 ] /www/read/Author/add_Content | ERR: (ThinkException) 无法加载模块AddContent
[ 2012-03-22T12:46:53+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ route_check ] --START--
[ 2012-03-22T12:46:53+08:00 ] /www/read/Author/add_Novel | INFO: Run CheckRoute Behavior [ RunTime:0.004249s ]
[ 2012-03-22T12:46:53+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ route_check ] --END-- [ RunTime:0.004407s ]
[ 2012-03-22T12:46:53+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ app_begin ] --START--
[ 2012-03-22T12:46:53+08:00 ] /www/read/Author/add_Novel | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002398s ]
[ 2012-03-22T12:46:53+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002506s ]
[ 2012-03-22T12:46:53+08:00 ] /www/read/Author/add_Novel | SQL: SHOW COLUMNS FROM `bookclass` [ RunTime:0.003291s ]
[ 2012-03-22T12:46:53+08:00 ] /www/read/Author/add_Novel | SQL: SELECT * FROM `bookclass`  [ RunTime:0.000841s ]
[ 2012-03-22T12:46:53+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_template ] --START--
[ 2012-03-22T12:46:53+08:00 ] /www/read/Author/add_Novel | INFO: Run LocationTemplate Behavior [ RunTime:0.003613s ]
[ 2012-03-22T12:46:53+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_template ] --END-- [ RunTime:0.003717s ]
[ 2012-03-22T12:46:53+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_parse ] --START--
[ 2012-03-22T12:46:53+08:00 ] /www/read/Author/add_Novel | INFO: Run ParseTemplate Behavior [ RunTime:0.033120s ]
[ 2012-03-22T12:46:53+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_parse ] --END-- [ RunTime:0.033228s ]
[ 2012-03-22T12:46:53+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_filter ] --START--
[ 2012-03-22T12:46:53+08:00 ] /www/read/Author/add_Novel | INFO: Run ContentReplace Behavior [ RunTime:0.002296s ]
[ 2012-03-22T12:46:53+08:00 ] /www/read/Author/add_Novel | INFO: Run TokenBuild Behavior [ RunTime:0.002573s ]
[ 2012-03-22T12:46:53+08:00 ] /www/read/Author/add_Novel | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002104s ]
[ 2012-03-22T12:46:53+08:00 ] /www/read/Author/add_Novel | INFO: Run ShowRuntime Behavior [ RunTime:0.003358s ]
[ 2012-03-22T12:46:53+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_filter ] --END-- [ RunTime:0.010635s ]
[ 2012-03-22T12:46:53+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_end ] --START--
[ 2012-03-22T12:46:53+08:00 ] /www/read/Author/add_Novel | INFO: Run ShowPageTrace Behavior [ RunTime:0.005841s ]
[ 2012-03-22T12:46:53+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_end ] --END-- [ RunTime:0.005960s ]
[ 2012-03-22T12:51:23+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ route_check ] --START--
[ 2012-03-22T12:51:23+08:00 ] /www/read/Author/add_Novel | INFO: Run CheckRoute Behavior [ RunTime:0.002782s ]
[ 2012-03-22T12:51:23+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ route_check ] --END-- [ RunTime:0.002938s ]
[ 2012-03-22T12:51:23+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ app_begin ] --START--
[ 2012-03-22T12:51:23+08:00 ] /www/read/Author/add_Novel | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002634s ]
[ 2012-03-22T12:51:23+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002743s ]
[ 2012-03-22T12:51:23+08:00 ] /www/read/Author/add_Novel | SQL: SHOW COLUMNS FROM `bookclass` [ RunTime:0.003152s ]
[ 2012-03-22T12:51:23+08:00 ] /www/read/Author/add_Novel | SQL: SELECT * FROM `bookclass`  [ RunTime:0.001505s ]
[ 2012-03-22T12:51:23+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_template ] --START--
[ 2012-03-22T12:51:23+08:00 ] /www/read/Author/add_Novel | INFO: Run LocationTemplate Behavior [ RunTime:0.003217s ]
[ 2012-03-22T12:51:23+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_template ] --END-- [ RunTime:0.003321s ]
[ 2012-03-22T12:51:23+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_parse ] --START--
[ 2012-03-22T12:51:23+08:00 ] /www/read/Author/add_Novel | INFO: Run ParseTemplate Behavior [ RunTime:0.022565s ]
