[ 2012-03-30T13:27:14+08:00 ] /www/read/author | INFO: Tag[ route_check ] --START--
[ 2012-03-30T13:27:14+08:00 ] /www/read/author/login | INFO: Tag[ view_parse ] --START--
[ 2012-03-30T13:27:14+08:00 ] /www/read/author/login | INFO: Run ParseTemplate Behavior [ RunTime:0.069491s ]
[ 2012-03-30T13:27:14+08:00 ] /www/read/author/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.069599s ]
[ 2012-03-30T13:27:14+08:00 ] /www/read/author/login | INFO: Tag[ view_filter ] --START--
[ 2012-03-30T13:27:14+08:00 ] /www/read/author/login | INFO: Run ContentReplace Behavior [ RunTime:0.005608s ]
[ 2012-03-30T13:27:14+08:00 ] /www/read/author/login | INFO: Run TokenBuild Behavior [ RunTime:0.005732s ]
[ 2012-03-30T13:27:14+08:00 ] /www/read/author/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.004996s ]
[ 2012-03-30T13:27:14+08:00 ] /www/read/author/login | INFO: Run ShowRuntime Behavior [ RunTime:0.006458s ]
[ 2012-03-30T13:27:14+08:00 ] /www/read/author/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.023083s ]
[ 2012-03-30T13:27:14+08:00 ] /www/read/author/login | INFO: Tag[ view_end ] --START--
[ 2012-03-30T13:27:14+08:00 ] /www/read/author/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.007276s ]
[ 2012-03-30T13:27:14+08:00 ] /www/read/author/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.007368s ]
[ 2012-03-30T14:39:35+08:00 ] /www/read/author | INFO: Tag[ route_check ] --START--
[ 2012-03-30T14:39:35+08:00 ] /www/read/author | INFO: Run CheckRoute Behavior [ RunTime:0.002426s ]
[ 2012-03-30T14:39:35+08:00 ] /www/read/author | INFO: Tag[ route_check ] --END-- [ RunTime:0.002620s ]
[ 2012-03-30T14:39:35+08:00 ] /www/read/author | INFO: Tag[ app_begin ] --START--
[ 2012-03-30T14:39:35+08:00 ] /www/read/author | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001618s ]
[ 2012-03-30T14:39:35+08:00 ] /www/read/author | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001727s ]
[ 2012-03-30T14:39:35+08:00 ] /www/read/author/login | INFO: Tag[ route_check ] --START--
[ 2012-03-30T14:39:35+08:00 ] /www/read/author/login | INFO: Run CheckRoute Behavior [ RunTime:0.001265s ]
[ 2012-03-30T14:39:35+08:00 ] /www/read/author/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.001417s ]
[ 2012-03-30T14:39:35+08:00 ] /www/read/author/login | INFO: Tag[ app_begin ] --START--
[ 2012-03-30T14:39:35+08:00 ] /www/read/author/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000877s ]
[ 2012-03-30T14:39:35+08:00 ] /www/read/author/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001046s ]
[ 2012-03-30T14:39:35+08:00 ] /www/read/author/login | NOTIC: [8] Undefined index:  userName functions.php 第 441 行.
[ 2012-03-30T14:39:35+08:00 ] /www/read/author/login | NOTIC: [8] Undefined index:  logout functions.php 第 441 行.
[ 2012-03-30T14:39:35+08:00 ] /www/read/author/login | INFO: Tag[ view_template ] --START--
[ 2012-03-30T14:39:35+08:00 ] /www/read/author/login | INFO: Run LocationTemplate Behavior [ RunTime:0.002407s ]
[ 2012-03-30T14:39:35+08:00 ] /www/read/author/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.002559s ]
[ 2012-03-30T14:39:35+08:00 ] /www/read/author/login | INFO: Tag[ view_parse ] --START--
[ 2012-03-30T14:39:35+08:00 ] /www/read/author/login | INFO: Run ParseTemplate Behavior [ RunTime:0.021323s ]
[ 2012-03-30T14:39:35+08:00 ] /www/read/author/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.021429s ]
[ 2012-03-30T14:39:35+08:00 ] /www/read/author/login | INFO: Tag[ view_filter ] --START--
[ 2012-03-30T14:39:35+08:00 ] /www/read/author/login | INFO: Run ContentReplace Behavior [ RunTime:0.001493s ]
[ 2012-03-30T14:39:35+08:00 ] /www/read/author/login | INFO: Run TokenBuild Behavior [ RunTime:0.001745s ]
[ 2012-03-30T14:39:35+08:00 ] /www/read/author/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002048s ]
[ 2012-03-30T14:39:35+08:00 ] /www/read/author/login | INFO: Run ShowRuntime Behavior [ RunTime:0.002614s ]
[ 2012-03-30T14:39:35+08:00 ] /www/read/author/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008222s ]
[ 2012-03-30T14:39:35+08:00 ] /www/read/author/login | INFO: Tag[ view_end ] --START--
[ 2012-03-30T14:39:35+08:00 ] /www/read/author/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.002327s ]
[ 2012-03-30T14:39:35+08:00 ] /www/read/author/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.002414s ]
[ 2012-03-30T21:55:22+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-30T21:55:22+08:00 ] /www/read/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.005992s ]
[ 2012-03-30T21:55:22+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.006420s ]
[ 2012-03-30T21:55:22+08:00 ] /www/read/login | INFO: Tag[ route_check ] --START--
[ 2012-03-30T21:55:22+08:00 ] /www/read/login | INFO: Run CheckRoute Behavior [ RunTime:0.003221s ]
[ 2012-03-30T21:55:22+08:00 ] /www/read/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.003416s ]
[ 2012-03-30T21:55:22+08:00 ] /www/read/login | INFO: Tag[ app_begin ] --START--
[ 2012-03-30T21:55:22+08:00 ] /www/read/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001198s ]
[ 2012-03-30T21:55:22+08:00 ] /www/read/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001342s ]
[ 2012-03-30T21:55:22+08:00 ] /www/read/login | NOTIC: [8] Undefined index:  userName functions.php 第 441 行.
[ 2012-03-30T21:55:22+08:00 ] /www/read/login | NOTIC: [8] Undefined index:  logout functions.php 第 441 行.
[ 2012-03-30T21:55:22+08:00 ] /www/read/login | INFO: Tag[ view_template ] --START--
[ 2012-03-30T21:55:22+08:00 ] /www/read/login | INFO: Run LocationTemplate Behavior [ RunTime:0.008716s ]
[ 2012-03-30T21:55:22+08:00 ] /www/read/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.008854s ]
[ 2012-03-30T21:55:22+08:00 ] /www/read/login | INFO: Tag[ view_parse ] --START--
[ 2012-03-30T21:55:22+08:00 ] /www/read/login | INFO: Run ParseTemplate Behavior [ RunTime:0.137889s ]
[ 2012-03-30T21:55:22+08:00 ] /www/read/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.138104s ]
[ 2012-03-30T21:55:22+08:00 ] /www/read/login | INFO: Tag[ view_filter ] --START--
[ 2012-03-30T21:55:22+08:00 ] /www/read/login | INFO: Run ContentReplace Behavior [ RunTime:0.007805s ]
[ 2012-03-30T21:55:22+08:00 ] /www/read/login | INFO: Run TokenBuild Behavior [ RunTime:0.016093s ]
[ 2012-03-30T21:55:22+08:00 ] /www/read/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.004767s ]
[ 2012-03-30T21:55:22+08:00 ] /www/read/login | INFO: Run ShowRuntime Behavior [ RunTime:0.004174s ]
[ 2012-03-30T21:55:22+08:00 ] /www/read/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.033490s ]
[ 2012-03-30T21:55:22+08:00 ] /www/read/login | INFO: Tag[ view_end ] --START--
[ 2012-03-30T21:55:22+08:00 ] /www/read/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.005064s ]
[ 2012-03-30T21:55:22+08:00 ] /www/read/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.005289s ]
[ 2012-03-30T21:56:06+08:00 ] /www/read/login | INFO: Tag[ route_check ] --START--
[ 2012-03-30T21:56:06+08:00 ] /www/read/login | INFO: Run CheckRoute Behavior [ RunTime:0.002018s ]
[ 2012-03-30T21:56:06+08:00 ] /www/read/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.002172s ]
[ 2012-03-30T21:56:06+08:00 ] /www/read/login | INFO: Tag[ app_begin ] --START--
[ 2012-03-30T21:56:06+08:00 ] /www/read/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001497s ]
[ 2012-03-30T21:56:06+08:00 ] /www/read/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001606s ]
[ 2012-03-30T21:56:06+08:00 ] /www/read/login | NOTIC: [8] Undefined index:  userName functions.php 第 441 行.
[ 2012-03-30T21:56:06+08:00 ] /www/read/login | NOTIC: [8] Undefined index:  logout functions.php 第 441 行.
[ 2012-03-30T21:56:06+08:00 ] /www/read/login | INFO: Tag[ view_template ] --START--
[ 2012-03-30T21:56:06+08:00 ] /www/read/login | INFO: Run LocationTemplate Behavior [ RunTime:0.002082s ]
[ 2012-03-30T21:56:06+08:00 ] /www/read/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.002325s ]
[ 2012-03-30T21:56:06+08:00 ] /www/read/login | INFO: Tag[ view_parse ] --START--
[ 2012-03-30T21:56:06+08:00 ] /www/read/login | INFO: Run ParseTemplate Behavior [ RunTime:0.027152s ]
[ 2012-03-30T21:56:06+08:00 ] /www/read/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.027260s ]
[ 2012-03-30T21:56:06+08:00 ] /www/read/login | INFO: Tag[ view_filter ] --START--
[ 2012-03-30T21:56:06+08:00 ] /www/read/login | INFO: Run ContentReplace Behavior [ RunTime:0.001338s ]
[ 2012-03-30T21:56:06+08:00 ] /www/read/login | INFO: Run TokenBuild Behavior [ RunTime:0.001577s ]
[ 2012-03-30T21:56:06+08:00 ] /www/read/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001186s ]
[ 2012-03-30T21:56:06+08:00 ] /www/read/login | INFO: Run ShowRuntime Behavior [ RunTime:0.001443s ]
[ 2012-03-30T21:56:06+08:00 ] /www/read/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005875s ]
[ 2012-03-30T21:56:06+08:00 ] /www/read/login | INFO: Tag[ view_end ] --START--
[ 2012-03-30T21:56:06+08:00 ] /www/read/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.001926s ]
[ 2012-03-30T21:56:06+08:00 ] /www/read/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.002023s ]
[ 2012-03-30T21:57:45+08:00 ] /www/read/login | INFO: Tag[ route_check ] --START--
[ 2012-03-30T21:57:45+08:00 ] /www/read/login | INFO: Run CheckRoute Behavior [ RunTime:0.002681s ]
[ 2012-03-30T21:57:45+08:00 ] /www/read/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.002880s ]
[ 2012-03-30T21:57:45+08:00 ] /www/read/login | INFO: Tag[ app_begin ] --START--
[ 2012-03-30T21:57:45+08:00 ] /www/read/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001533s ]
[ 2012-03-30T21:57:45+08:00 ] /www/read/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001650s ]
[ 2012-03-30T21:57:45+08:00 ] /www/read/login | NOTIC: [8] Undefined index:  userName functions.php 第 441 行.
[ 2012-03-30T21:57:45+08:00 ] /www/read/login | NOTIC: [8] Undefined index:  logout functions.php 第 441 行.
[ 2012-03-30T21:57:45+08:00 ] /www/read/login | INFO: Tag[ view_template ] --START--
[ 2012-03-30T21:57:45+08:00 ] /www/read/login | INFO: Run LocationTemplate Behavior [ RunTime:0.002064s ]
[ 2012-03-30T21:57:45+08:00 ] /www/read/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.002157s ]
[ 2012-03-30T21:57:45+08:00 ] /www/read/login | INFO: Tag[ view_parse ] --START--
[ 2012-03-30T21:57:45+08:00 ] /www/read/login | INFO: Run ParseTemplate Behavior [ RunTime:0.025543s ]
[ 2012-03-30T21:57:45+08:00 ] /www/read/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.025650s ]
[ 2012-03-30T21:57:45+08:00 ] /www/read/login | INFO: Tag[ view_filter ] --START--
[ 2012-03-30T21:57:45+08:00 ] /www/read/login | INFO: Run ContentReplace Behavior [ RunTime:0.001331s ]
[ 2012-03-30T21:57:45+08:00 ] /www/read/login | INFO: Run TokenBuild Behavior [ RunTime:0.001565s ]
[ 2012-03-30T21:57:45+08:00 ] /www/read/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001308s ]
[ 2012-03-30T21:57:45+08:00 ] /www/read/login | INFO: Run ShowRuntime Behavior [ RunTime:0.001453s ]
[ 2012-03-30T21:57:45+08:00 ] /www/read/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005931s ]
[ 2012-03-30T21:57:45+08:00 ] /www/read/login | INFO: Tag[ view_end ] --START--
[ 2012-03-30T21:57:45+08:00 ] /www/read/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.001443s ]
[ 2012-03-30T21:57:45+08:00 ] /www/read/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.001529s ]
[ 2012-03-30T21:58:10+08:00 ] /www/read/login | INFO: Tag[ route_check ] --START--
[ 2012-03-30T21:58:10+08:00 ] /www/read/login | INFO: Run CheckRoute Behavior [ RunTime:0.002080s ]
[ 2012-03-30T21:58:10+08:00 ] /www/read/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.002301s ]
[ 2012-03-30T21:58:10+08:00 ] /www/read/login | INFO: Tag[ app_begin ] --START--
[ 2012-03-30T21:58:10+08:00 ] /www/read/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001459s ]
[ 2012-03-30T21:58:10+08:00 ] /www/read/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001558s ]
[ 2012-03-30T21:58:10+08:00 ] /www/read/login | NOTIC: [8] Undefined index:  userName functions.php 第 441 行.
[ 2012-03-30T21:58:10+08:00 ] /www/read/login | NOTIC: [8] Undefined index:  logout functions.php 第 441 行.
[ 2012-03-30T21:58:10+08:00 ] /www/read/login | INFO: Tag[ view_template ] --START--
[ 2012-03-30T21:58:10+08:00 ] /www/read/login | INFO: Run LocationTemplate Behavior [ RunTime:0.002064s ]
[ 2012-03-30T21:58:10+08:00 ] /www/read/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.002159s ]
[ 2012-03-30T21:58:10+08:00 ] /www/read/login | INFO: Tag[ view_parse ] --START--
[ 2012-03-30T21:58:10+08:00 ] /www/read/login | INFO: Run ParseTemplate Behavior [ RunTime:0.025367s ]
[ 2012-03-30T21:58:10+08:00 ] /www/read/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.025476s ]
[ 2012-03-30T21:58:10+08:00 ] /www/read/login | INFO: Tag[ view_filter ] --START--
[ 2012-03-30T21:58:10+08:00 ] /www/read/login | INFO: Run ContentReplace Behavior [ RunTime:0.001336s ]
[ 2012-03-30T21:58:10+08:00 ] /www/read/login | INFO: Run TokenBuild Behavior [ RunTime:0.001616s ]
[ 2012-03-30T21:58:10+08:00 ] /www/read/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001194s ]
[ 2012-03-30T21:58:10+08:00 ] /www/read/login | INFO: Run ShowRuntime Behavior [ RunTime:0.001472s ]
[ 2012-03-30T21:58:10+08:00 ] /www/read/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005889s ]
[ 2012-03-30T21:58:10+08:00 ] /www/read/login | INFO: Tag[ view_end ] --START--
[ 2012-03-30T21:58:10+08:00 ] /www/read/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.001465s ]
[ 2012-03-30T21:58:10+08:00 ] /www/read/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.001551s ]
[ 2012-03-30T21:58:27+08:00 ] /www/read/login | INFO: Tag[ route_check ] --START--
[ 2012-03-30T21:58:27+08:00 ] /www/read/login | INFO: Run CheckRoute Behavior [ RunTime:0.001757s ]
[ 2012-03-30T21:58:27+08:00 ] /www/read/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.001952s ]
[ 2012-03-30T21:58:27+08:00 ] /www/read/login | INFO: Tag[ app_begin ] --START--
[ 2012-03-30T21:58:27+08:00 ] /www/read/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001187s ]
[ 2012-03-30T21:58:27+08:00 ] /www/read/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001320s ]
[ 2012-03-30T21:58:27+08:00 ] /www/read/login | NOTIC: [8] Undefined index:  userName functions.php 第 441 行.
[ 2012-03-30T21:58:27+08:00 ] /www/read/login | NOTIC: [8] Undefined index:  logout functions.php 第 441 行.
[ 2012-03-30T21:58:27+08:00 ] /www/read/login | INFO: Tag[ view_template ] --START--
[ 2012-03-30T21:58:27+08:00 ] /www/read/login | INFO: Run LocationTemplate Behavior [ RunTime:0.001333s ]
[ 2012-03-30T21:58:27+08:00 ] /www/read/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.001453s ]
[ 2012-03-30T21:58:27+08:00 ] /www/read/login | INFO: Tag[ view_parse ] --START--
[ 2012-03-30T21:58:27+08:00 ] /www/read/login | INFO: Run ParseTemplate Behavior [ RunTime:0.013414s ]
[ 2012-03-30T21:58:27+08:00 ] /www/read/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.013531s ]
[ 2012-03-30T21:58:27+08:00 ] /www/read/login | INFO: Tag[ view_filter ] --START--
[ 2012-03-30T21:58:27+08:00 ] /www/read/login | INFO: Run ContentReplace Behavior [ RunTime:0.000659s ]
[ 2012-03-30T21:58:27+08:00 ] /www/read/login | INFO: Run TokenBuild Behavior [ RunTime:0.000708s ]
[ 2012-03-30T21:58:27+08:00 ] /www/read/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000487s ]
[ 2012-03-30T21:58:27+08:00 ] /www/read/login | INFO: Run ShowRuntime Behavior [ RunTime:0.000737s ]
[ 2012-03-30T21:58:27+08:00 ] /www/read/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002844s ]
[ 2012-03-30T21:58:27+08:00 ] /www/read/login | INFO: Tag[ view_end ] --START--
[ 2012-03-30T21:58:27+08:00 ] /www/read/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.000790s ]
[ 2012-03-30T21:58:27+08:00 ] /www/read/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.000871s ]
[ 2012-03-30T21:58:56+08:00 ] /www/read/login | INFO: Tag[ route_check ] --START--
[ 2012-03-30T21:58:56+08:00 ] /www/read/login | INFO: Run CheckRoute Behavior [ RunTime:0.001935s ]
[ 2012-03-30T21:58:56+08:00 ] /www/read/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.002137s ]
[ 2012-03-30T21:58:56+08:00 ] /www/read/login | INFO: Tag[ app_begin ] --START--
[ 2012-03-30T21:58:56+08:00 ] /www/read/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001332s ]
[ 2012-03-30T21:58:56+08:00 ] /www/read/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001587s ]
[ 2012-03-30T21:58:56+08:00 ] /www/read/login | NOTIC: [8] Undefined index:  userName functions.php 第 441 行.
[ 2012-03-30T21:58:56+08:00 ] /www/read/login | NOTIC: [8] Undefined index:  logout functions.php 第 441 行.
[ 2012-03-30T21:58:56+08:00 ] /www/read/login | INFO: Tag[ view_template ] --START--
[ 2012-03-30T21:58:56+08:00 ] /www/read/login | INFO: Run LocationTemplate Behavior [ RunTime:0.000915s ]
[ 2012-03-30T21:58:56+08:00 ] /www/read/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.001036s ]
[ 2012-03-30T21:58:56+08:00 ] /www/read/login | INFO: Tag[ view_parse ] --START--
[ 2012-03-30T21:58:56+08:00 ] /www/read/login | INFO: Run ParseTemplate Behavior [ RunTime:0.015870s ]
[ 2012-03-30T21:58:56+08:00 ] /www/read/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015987s ]
[ 2012-03-30T21:58:56+08:00 ] /www/read/login | INFO: Tag[ view_filter ] --START--
[ 2012-03-30T21:58:56+08:00 ] /www/read/login | INFO: Run ContentReplace Behavior [ RunTime:0.000660s ]
[ 2012-03-30T21:58:56+08:00 ] /www/read/login | INFO: Run TokenBuild Behavior [ RunTime:0.000707s ]
[ 2012-03-30T21:58:56+08:00 ] /www/read/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000488s ]
[ 2012-03-30T21:58:56+08:00 ] /www/read/login | INFO: Run ShowRuntime Behavior [ RunTime:0.000753s ]
[ 2012-03-30T21:58:56+08:00 ] /www/read/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002864s ]
[ 2012-03-30T21:58:56+08:00 ] /www/read/login | INFO: Tag[ view_end ] --START--
[ 2012-03-30T21:58:56+08:00 ] /www/read/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.000996s ]
[ 2012-03-30T21:58:56+08:00 ] /www/read/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.001087s ]
[ 2012-03-30T21:59:27+08:00 ] /www/read/login | INFO: Tag[ route_check ] --START--
[ 2012-03-30T21:59:27+08:00 ] /www/read/login | INFO: Run CheckRoute Behavior [ RunTime:0.001779s ]
[ 2012-03-30T21:59:27+08:00 ] /www/read/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.001982s ]
[ 2012-03-30T21:59:27+08:00 ] /www/read/login | INFO: Tag[ app_begin ] --START--
[ 2012-03-30T21:59:27+08:00 ] /www/read/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001200s ]
[ 2012-03-30T21:59:27+08:00 ] /www/read/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001343s ]
[ 2012-03-30T21:59:27+08:00 ] /www/read/login | NOTIC: [8] Undefined index:  userName functions.php 第 441 行.
[ 2012-03-30T21:59:27+08:00 ] /www/read/login | NOTIC: [8] Undefined index:  logout functions.php 第 441 行.
[ 2012-03-30T21:59:27+08:00 ] /www/read/login | INFO: Tag[ view_template ] --START--
[ 2012-03-30T21:59:27+08:00 ] /www/read/login | INFO: Run LocationTemplate Behavior [ RunTime:0.000911s ]
[ 2012-03-30T21:59:27+08:00 ] /www/read/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.001029s ]
[ 2012-03-30T21:59:27+08:00 ] /www/read/login | INFO: Tag[ view_parse ] --START--
[ 2012-03-30T21:59:27+08:00 ] /www/read/login | INFO: Run ParseTemplate Behavior [ RunTime:0.014596s ]
[ 2012-03-30T21:59:27+08:00 ] /www/read/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.014713s ]
[ 2012-03-30T21:59:27+08:00 ] /www/read/login | INFO: Tag[ view_filter ] --START--
[ 2012-03-30T21:59:27+08:00 ] /www/read/login | INFO: Run ContentReplace Behavior [ RunTime:0.000656s ]
[ 2012-03-30T21:59:27+08:00 ] /www/read/login | INFO: Run TokenBuild Behavior [ RunTime:0.000709s ]
[ 2012-03-30T21:59:27+08:00 ] /www/read/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000469s ]
[ 2012-03-30T21:59:27+08:00 ] /www/read/login | INFO: Run ShowRuntime Behavior [ RunTime:0.000730s ]
[ 2012-03-30T21:59:27+08:00 ] /www/read/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002814s ]
[ 2012-03-30T21:59:27+08:00 ] /www/read/login | INFO: Tag[ view_end ] --START--
[ 2012-03-30T21:59:27+08:00 ] /www/read/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.000780s ]
[ 2012-03-30T21:59:27+08:00 ] /www/read/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.000863s ]
[ 2012-03-30T21:59:44+08:00 ] /www/read/login | INFO: Tag[ route_check ] --START--
[ 2012-03-30T21:59:44+08:00 ] /www/read/login | INFO: Run CheckRoute Behavior [ RunTime:0.001240s ]
[ 2012-03-30T21:59:44+08:00 ] /www/read/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.001382s ]
[ 2012-03-30T21:59:44+08:00 ] /www/read/login | INFO: Tag[ app_begin ] --START--
[ 2012-03-30T21:59:44+08:00 ] /www/read/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000855s ]
[ 2012-03-30T21:59:44+08:00 ] /www/read/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000951s ]
[ 2012-03-30T21:59:44+08:00 ] /www/read/login | NOTIC: [8] Undefined index:  userName functions.php 第 441 行.
[ 2012-03-30T21:59:44+08:00 ] /www/read/login | NOTIC: [8] Undefined index:  logout functions.php 第 441 行.
[ 2012-03-30T21:59:44+08:00 ] /www/read/login | INFO: Tag[ view_template ] --START--
[ 2012-03-30T21:59:44+08:00 ] /www/read/login | INFO: Run LocationTemplate Behavior [ RunTime:0.000748s ]
[ 2012-03-30T21:59:44+08:00 ] /www/read/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.001632s ]
[ 2012-03-30T21:59:44+08:00 ] /www/read/login | INFO: Tag[ view_parse ] --START--
[ 2012-03-30T21:59:44+08:00 ] /www/read/login | INFO: Run ParseTemplate Behavior [ RunTime:0.012637s ]
[ 2012-03-30T21:59:44+08:00 ] /www/read/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.012744s ]
[ 2012-03-30T21:59:44+08:00 ] /www/read/login | INFO: Tag[ view_filter ] --START--
[ 2012-03-30T21:59:44+08:00 ] /www/read/login | INFO: Run ContentReplace Behavior [ RunTime:0.000657s ]
[ 2012-03-30T21:59:44+08:00 ] /www/read/login | INFO: Run TokenBuild Behavior [ RunTime:0.001034s ]
[ 2012-03-30T21:59:44+08:00 ] /www/read/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000514s ]
