[ 2012-03-27T11:17:01+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-27T11:17:01+08:00 ] /www/read/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.002001s ]
[ 2012-03-27T11:17:01+08:00 ] /www/read/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.002090s ]
[ 2012-03-27T11:17:08+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-27T11:17:08+08:00 ] /www/read/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001485s ]
[ 2012-03-27T11:17:08+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001647s ]
[ 2012-03-27T11:17:08+08:00 ] /www/read/login | INFO: Tag[ route_check ] --START--
[ 2012-03-27T11:17:08+08:00 ] /www/read/login | INFO: Run CheckRoute Behavior [ RunTime:0.001852s ]
[ 2012-03-27T11:17:08+08:00 ] /www/read/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.001995s ]
[ 2012-03-27T11:17:08+08:00 ] /www/read/login | INFO: Tag[ app_begin ] --START--
[ 2012-03-27T11:17:08+08:00 ] /www/read/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000859s ]
[ 2012-03-27T11:17:08+08:00 ] /www/read/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000958s ]
[ 2012-03-27T11:17:08+08:00 ] /www/read/login | NOTIC: [8] Undefined index:  userName functions.php 第 441 行.
[ 2012-03-27T11:17:08+08:00 ] /www/read/login | NOTIC: [8] Undefined index:  logout functions.php 第 441 行.
[ 2012-03-27T11:17:08+08:00 ] /www/read/login | INFO: Tag[ view_template ] --START--
[ 2012-03-27T11:17:08+08:00 ] /www/read/login | INFO: Run LocationTemplate Behavior [ RunTime:0.001998s ]
[ 2012-03-27T11:17:08+08:00 ] /www/read/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.002093s ]
[ 2012-03-27T11:17:08+08:00 ] /www/read/login | INFO: Tag[ view_parse ] --START--
[ 2012-03-27T11:17:08+08:00 ] /www/read/login | INFO: Run ParseTemplate Behavior [ RunTime:0.028252s ]
[ 2012-03-27T11:17:08+08:00 ] /www/read/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.028358s ]
[ 2012-03-27T11:17:08+08:00 ] /www/read/login | INFO: Tag[ view_filter ] --START--
[ 2012-03-27T11:17:08+08:00 ] /www/read/login | INFO: Run ContentReplace Behavior [ RunTime:0.001285s ]
[ 2012-03-27T11:17:08+08:00 ] /www/read/login | INFO: Run TokenBuild Behavior [ RunTime:0.001512s ]
[ 2012-03-27T11:17:08+08:00 ] /www/read/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001116s ]
[ 2012-03-27T11:17:08+08:00 ] /www/read/login | INFO: Run ShowRuntime Behavior [ RunTime:0.001368s ]
[ 2012-03-27T11:17:08+08:00 ] /www/read/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005546s ]
[ 2012-03-27T11:17:08+08:00 ] /www/read/login | INFO: Tag[ view_end ] --START--
[ 2012-03-27T11:17:08+08:00 ] /www/read/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.001433s ]
[ 2012-03-27T11:17:08+08:00 ] /www/read/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.001524s ]
[ 2012-03-27T11:17:14+08:00 ] /www/read/check | INFO: Tag[ route_check ] --START--
[ 2012-03-27T11:17:14+08:00 ] /www/read/check | INFO: Run CheckRoute Behavior [ RunTime:0.001249s ]
[ 2012-03-27T11:17:14+08:00 ] /www/read/check | INFO: Tag[ route_check ] --END-- [ RunTime:0.001400s ]
[ 2012-03-27T11:17:14+08:00 ] /www/read/check | INFO: Tag[ app_begin ] --START--
[ 2012-03-27T11:17:14+08:00 ] /www/read/check | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000844s ]
[ 2012-03-27T11:17:14+08:00 ] /www/read/check | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000941s ]
[ 2012-03-27T11:17:15+08:00 ] /www/read/check | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.056166s ]
[ 2012-03-27T11:17:15+08:00 ] /www/read/check | SQL: SELECT * FROM `user` WHERE ( `userName` = 'admin' ) AND ( `userPass` = 'admin' ) AND ( `state` = 1 )  [ RunTime:0.009127s ]
[ 2012-03-27T11:17:15+08:00 ] /www/read/index | INFO: Tag[ route_check ] --START--
[ 2012-03-27T11:17:15+08:00 ] /www/read/index | INFO: Run CheckRoute Behavior [ RunTime:0.001223s ]
[ 2012-03-27T11:17:15+08:00 ] /www/read/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.001364s ]
[ 2012-03-27T11:17:15+08:00 ] /www/read/index | INFO: Tag[ app_begin ] --START--
[ 2012-03-27T11:17:15+08:00 ] /www/read/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000818s ]
[ 2012-03-27T11:17:15+08:00 ] /www/read/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000915s ]
[ 2012-03-27T11:17:15+08:00 ] /www/read/index | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.030219s ]
[ 2012-03-27T11:17:15+08:00 ] /www/read/index | SQL: SELECT * FROM `books`  [ RunTime:0.004331s ]
[ 2012-03-27T11:17:15+08:00 ] /www/read/index | INFO: Tag[ view_template ] --START--
[ 2012-03-27T11:17:15+08:00 ] /www/read/index | INFO: Run LocationTemplate Behavior [ RunTime:0.001574s ]
[ 2012-03-27T11:17:15+08:00 ] /www/read/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.001676s ]
[ 2012-03-27T11:17:15+08:00 ] /www/read/index | INFO: Tag[ view_parse ] --START--
[ 2012-03-27T11:17:15+08:00 ] /www/read/index | INFO: Run ParseTemplate Behavior [ RunTime:0.028429s ]
[ 2012-03-27T11:17:15+08:00 ] /www/read/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.028534s ]
[ 2012-03-27T11:17:15+08:00 ] /www/read/index | INFO: Tag[ view_filter ] --START--
[ 2012-03-27T11:17:15+08:00 ] /www/read/index | INFO: Run ContentReplace Behavior [ RunTime:0.000771s ]
[ 2012-03-27T11:17:15+08:00 ] /www/read/index | INFO: Run TokenBuild Behavior [ RunTime:0.000689s ]
[ 2012-03-27T11:17:15+08:00 ] /www/read/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000442s ]
[ 2012-03-27T11:17:15+08:00 ] /www/read/index | INFO: Run ShowRuntime Behavior [ RunTime:0.000750s ]
[ 2012-03-27T11:17:15+08:00 ] /www/read/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002899s ]
[ 2012-03-27T11:17:15+08:00 ] /www/read/index | INFO: Tag[ view_end ] --START--
[ 2012-03-27T11:17:15+08:00 ] /www/read/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.000806s ]
[ 2012-03-27T11:17:15+08:00 ] /www/read/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.000922s ]
[ 2012-03-27T11:17:19+08:00 ] /www/read/logout | INFO: Tag[ route_check ] --START--
[ 2012-03-27T11:17:19+08:00 ] /www/read/logout | INFO: Run CheckRoute Behavior [ RunTime:0.001277s ]
[ 2012-03-27T11:17:19+08:00 ] /www/read/logout | INFO: Tag[ route_check ] --END-- [ RunTime:0.001418s ]
[ 2012-03-27T11:17:19+08:00 ] /www/read/logout | INFO: Tag[ app_begin ] --START--
[ 2012-03-27T11:17:19+08:00 ] /www/read/logout | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000837s ]
[ 2012-03-27T11:17:19+08:00 ] /www/read/logout | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000931s ]
[ 2012-03-27T11:17:19+08:00 ] /www/read/login | INFO: Tag[ route_check ] --START--
[ 2012-03-27T11:17:19+08:00 ] /www/read/login | INFO: Run CheckRoute Behavior [ RunTime:0.001263s ]
[ 2012-03-27T11:17:19+08:00 ] /www/read/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.001400s ]
[ 2012-03-27T11:17:19+08:00 ] /www/read/login | INFO: Tag[ app_begin ] --START--
[ 2012-03-27T11:17:19+08:00 ] /www/read/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000826s ]
[ 2012-03-27T11:17:19+08:00 ] /www/read/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000923s ]
[ 2012-03-27T11:17:19+08:00 ] /www/read/login | NOTIC: [8] Undefined index:  userName functions.php 第 441 行.
[ 2012-03-27T11:17:19+08:00 ] /www/read/login | NOTIC: [8] Undefined index:  logout functions.php 第 441 行.
[ 2012-03-27T11:17:19+08:00 ] /www/read/login | INFO: Tag[ view_template ] --START--
[ 2012-03-27T11:17:19+08:00 ] /www/read/login | INFO: Run LocationTemplate Behavior [ RunTime:0.000638s ]
[ 2012-03-27T11:17:19+08:00 ] /www/read/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.000721s ]
[ 2012-03-27T11:17:19+08:00 ] /www/read/login | INFO: Tag[ view_parse ] --START--
[ 2012-03-27T11:17:19+08:00 ] /www/read/login | INFO: Run ParseTemplate Behavior [ RunTime:0.016175s ]
[ 2012-03-27T11:17:19+08:00 ] /www/read/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.016278s ]
[ 2012-03-27T11:17:19+08:00 ] /www/read/login | INFO: Tag[ view_filter ] --START--
[ 2012-03-27T11:17:19+08:00 ] /www/read/login | INFO: Run ContentReplace Behavior [ RunTime:0.000626s ]
[ 2012-03-27T11:17:19+08:00 ] /www/read/login | INFO: Run TokenBuild Behavior [ RunTime:0.000679s ]
[ 2012-03-27T11:17:19+08:00 ] /www/read/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000436s ]
[ 2012-03-27T11:17:19+08:00 ] /www/read/login | INFO: Run ShowRuntime Behavior [ RunTime:0.000692s ]
[ 2012-03-27T11:17:19+08:00 ] /www/read/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002666s ]
[ 2012-03-27T11:17:19+08:00 ] /www/read/login | INFO: Tag[ view_end ] --START--
[ 2012-03-27T11:17:19+08:00 ] /www/read/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.000738s ]
[ 2012-03-27T11:17:19+08:00 ] /www/read/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.000815s ]
[ 2012-03-27T11:17:31+08:00 ] /www/read/check | INFO: Tag[ route_check ] --START--
[ 2012-03-27T11:17:31+08:00 ] /www/read/check | INFO: Run CheckRoute Behavior [ RunTime:0.001452s ]
[ 2012-03-27T11:17:31+08:00 ] /www/read/check | INFO: Tag[ route_check ] --END-- [ RunTime:0.001595s ]
[ 2012-03-27T11:17:31+08:00 ] /www/read/check | INFO: Tag[ app_begin ] --START--
[ 2012-03-27T11:17:31+08:00 ] /www/read/check | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000986s ]
[ 2012-03-27T11:17:31+08:00 ] /www/read/check | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001098s ]
[ 2012-03-27T11:17:31+08:00 ] /www/read/check | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.004294s ]
[ 2012-03-27T11:17:31+08:00 ] /www/read/check | SQL: SELECT * FROM `user` WHERE ( `userName` = 'user' ) AND ( `userPass` = 'user' ) AND ( `state` = 1 )  [ RunTime:0.003712s ]
[ 2012-03-27T11:17:31+08:00 ] /www/read/index | INFO: Tag[ route_check ] --START--
[ 2012-03-27T11:17:31+08:00 ] /www/read/index | INFO: Run CheckRoute Behavior [ RunTime:0.001216s ]
[ 2012-03-27T11:17:31+08:00 ] /www/read/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.001355s ]
[ 2012-03-27T11:17:31+08:00 ] /www/read/index | INFO: Tag[ app_begin ] --START--
[ 2012-03-27T11:17:31+08:00 ] /www/read/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000817s ]
[ 2012-03-27T11:17:31+08:00 ] /www/read/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000912s ]
[ 2012-03-27T11:17:31+08:00 ] /www/read/index | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004255s ]
[ 2012-03-27T11:17:31+08:00 ] /www/read/index | SQL: SELECT * FROM `books`  [ RunTime:0.003879s ]
[ 2012-03-27T11:17:31+08:00 ] /www/read/index | INFO: Tag[ view_template ] --START--
[ 2012-03-27T11:17:31+08:00 ] /www/read/index | INFO: Run LocationTemplate Behavior [ RunTime:0.000699s ]
[ 2012-03-27T11:17:31+08:00 ] /www/read/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.000783s ]
[ 2012-03-27T11:17:31+08:00 ] /www/read/index | INFO: Tag[ view_parse ] --START--
[ 2012-03-27T11:17:31+08:00 ] /www/read/index | INFO: Run ParseTemplate Behavior [ RunTime:0.020950s ]
[ 2012-03-27T11:17:31+08:00 ] /www/read/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.021053s ]
[ 2012-03-27T11:17:31+08:00 ] /www/read/index | INFO: Tag[ view_filter ] --START--
[ 2012-03-27T11:17:31+08:00 ] /www/read/index | INFO: Run ContentReplace Behavior [ RunTime:0.000711s ]
[ 2012-03-27T11:17:31+08:00 ] /www/read/index | INFO: Run TokenBuild Behavior [ RunTime:0.000661s ]
[ 2012-03-27T11:17:31+08:00 ] /www/read/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000430s ]
[ 2012-03-27T11:17:31+08:00 ] /www/read/index | INFO: Run ShowRuntime Behavior [ RunTime:0.000715s ]
[ 2012-03-27T11:17:31+08:00 ] /www/read/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002757s ]
[ 2012-03-27T11:17:31+08:00 ] /www/read/index | INFO: Tag[ view_end ] --START--
[ 2012-03-27T11:17:31+08:00 ] /www/read/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.000982s ]
[ 2012-03-27T11:17:31+08:00 ] /www/read/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001085s ]
[ 2012-03-27T11:18:08+08:00 ] /www/read/ebook/ | INFO: Tag[ route_check ] --START--
[ 2012-03-27T11:18:08+08:00 ] /www/read/ebook/ | INFO: Run CheckRoute Behavior [ RunTime:0.001909s ]
[ 2012-03-27T11:18:08+08:00 ] /www/read/ebook/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.002049s ]
[ 2012-03-27T11:18:08+08:00 ] /www/read/ebook/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-27T11:18:08+08:00 ] /www/read/ebook/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001454s ]
[ 2012-03-27T11:18:08+08:00 ] /www/read/ebook/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001551s ]
[ 2012-03-27T11:18:08+08:00 ] /www/read/ebook/ | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.057594s ]
[ 2012-03-27T11:18:08+08:00 ] /www/read/ebook/ | SQL: SELECT * FROM `bookcontents` WHERE booksId=33 and contentNum=1  [ RunTime:0.051306s ]
[ 2012-03-27T11:18:08+08:00 ] /www/read/ebook/ | INFO: Tag[ view_template ] --START--
[ 2012-03-27T11:18:08+08:00 ] /www/read/ebook/ | INFO: Run LocationTemplate Behavior [ RunTime:0.006418s ]
[ 2012-03-27T11:18:08+08:00 ] /www/read/ebook/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.006655s ]
[ 2012-03-27T11:18:08+08:00 ] /www/read/ebook/ | INFO: Tag[ view_parse ] --START--
[ 2012-03-27T11:18:09+08:00 ] /www/read/ebook/ | INFO: Run ParseTemplate Behavior [ RunTime:0.044533s ]
[ 2012-03-27T11:18:09+08:00 ] /www/read/ebook/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.044681s ]
[ 2012-03-27T11:18:09+08:00 ] /www/read/ebook/ | INFO: Tag[ view_filter ] --START--
[ 2012-03-27T11:18:09+08:00 ] /www/read/ebook/ | INFO: Run ContentReplace Behavior [ RunTime:0.001326s ]
[ 2012-03-27T11:18:09+08:00 ] /www/read/ebook/ | INFO: Run TokenBuild Behavior [ RunTime:0.001482s ]
[ 2012-03-27T11:18:09+08:00 ] /www/read/ebook/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001108s ]
[ 2012-03-27T11:18:09+08:00 ] /www/read/ebook/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001398s ]
[ 2012-03-27T11:18:09+08:00 ] /www/read/ebook/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005582s ]
[ 2012-03-27T11:18:09+08:00 ] /www/read/ebook/ | INFO: Tag[ view_end ] --START--
[ 2012-03-27T11:18:09+08:00 ] /www/read/ebook/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001439s ]
[ 2012-03-27T11:18:09+08:00 ] /www/read/ebook/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001524s ]
[ 2012-03-27T11:18:16+08:00 ] /www/read/ebook/30/13 | ERR: (ThinkException) 非法操作30
[ 2012-03-27T11:18:16+08:00 ] /www/read/ebook/30/13 | INFO: Tag[ route_check ] --START--
[ 2012-03-27T11:18:16+08:00 ] /www/read/ebook/30/13 | INFO: Run CheckRoute Behavior [ RunTime:0.002624s ]
[ 2012-03-27T11:18:16+08:00 ] /www/read/ebook/30/13 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002769s ]
[ 2012-03-27T11:18:16+08:00 ] /www/read/ebook/30/13 | INFO: Tag[ app_begin ] --START--
[ 2012-03-27T11:18:16+08:00 ] /www/read/ebook/30/13 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001162s ]
[ 2012-03-27T11:18:16+08:00 ] /www/read/ebook/30/13 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001267s ]
[ 2012-03-27T11:18:16+08:00 ] /www/read/ebook/30/13 | NOTIC: [8] Undefined index:  file ThinkException.class.php 第 72 行.
[ 2012-03-27T11:18:16+08:00 ] /www/read/ebook/30/13 | NOTIC: [8] Undefined index:  line ThinkException.class.php 第 73 行.
[ 2012-03-27T11:18:16+08:00 ] /www/read/ebook/30/13 | NOTIC: [2] file() [<a href='function.file'>function.file</a>]: Filename cannot be empty ThinkException.class.php 第 74 行.
[ 2012-03-27T11:18:16+08:00 ] /www/read/ebook/30/13 | NOTIC: [8] Undefined index:  file ThinkException.class.php 第 78 行.
[ 2012-03-27T11:18:16+08:00 ] /www/read/ebook/30/13 | NOTIC: [8] Undefined index:  line ThinkException.class.php 第 78 行.
[ 2012-03-27T11:18:16+08:00 ] /www/read/ebook/30/13 | NOTIC: [8] Array to string conversion ThinkException.class.php 第 80 行.
[ 2012-03-27T11:18:16+08:00 ] /www/read/ebook/30/13 | NOTIC: [8] Array to string conversion ThinkException.class.php 第 80 行.
[ 2012-03-27T11:18:16+08:00 ] /www/read/ebook/30/13 | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-27T11:18:16+08:00 ] /www/read/ebook/30/13 | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-27T11:18:16+08:00 ] /www/read/ebook/30/13 | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-27T11:18:16+08:00 ] /www/read/ebook/30/13 | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-27T11:18:20+08:00 ] /www/read/ebook/read/ | INFO: Tag[ route_check ] --START--
[ 2012-03-27T11:18:20+08:00 ] /www/read/ebook/read/ | INFO: Run CheckRoute Behavior [ RunTime:0.001216s ]
[ 2012-03-27T11:18:20+08:00 ] /www/read/ebook/read/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001353s ]
[ 2012-03-27T11:18:20+08:00 ] /www/read/ebook/read/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-27T11:18:20+08:00 ] /www/read/ebook/read/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001046s ]
[ 2012-03-27T11:18:20+08:00 ] /www/read/ebook/read/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001154s ]
[ 2012-03-27T11:18:20+08:00 ] /www/read/ebook/read/ | NOTIC: [8] Undefined offset:  2 EbookAction.class.php 第 13 行.
[ 2012-03-27T11:18:20+08:00 ] /www/read/ebook/read/ | NOTIC: [8] Undefined offset:  3 EbookAction.class.php 第 14 行.
[ 2012-03-27T11:18:20+08:00 ] /www/read/ebook/read/ | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004225s ]
[ 2012-03-27T11:18:20+08:00 ] /www/read/ebook/read/ | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = null ) AND ( `contentNum` = null )  [ RunTime:0.003364s ]
[ 2012-03-27T11:18:20+08:00 ] /www/read/ebook/read/ | NOTIC: [8] Undefined offset:  2 EbookAction.class.php 第 19 行.
[ 2012-03-27T11:18:20+08:00 ] /www/read/ebook/read/ | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004134s ]
[ 2012-03-27T11:18:20+08:00 ] /www/read/ebook/read/ | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = null ) LIMIT 1   [ RunTime:0.009201s ]
[ 2012-03-27T11:18:20+08:00 ] /www/read/ebook/read/ | NOTIC: [8] Undefined offset:  2 EbookAction.class.php 第 23 行.
[ 2012-03-27T11:18:20+08:00 ] /www/read/ebook/read/ | SQL: SELECT `contentNum` FROM `bookcontents` WHERE ( `booksId` = null ) ORDER BY contentNum desc LIMIT 1   [ RunTime:0.000623s ]
[ 2012-03-27T11:18:20+08:00 ] /www/read/ebook/read/ | INFO: Tag[ view_template ] --START--
[ 2012-03-27T11:18:20+08:00 ] /www/read/ebook/read/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001446s ]
[ 2012-03-27T11:18:20+08:00 ] /www/read/ebook/read/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001542s ]
[ 2012-03-27T11:18:20+08:00 ] /www/read/ebook/read/ | INFO: Tag[ view_parse ] --START--
[ 2012-03-27T11:18:20+08:00 ] /www/read/ebook/read/ | INFO: Run ParseTemplate Behavior [ RunTime:0.022579s ]
[ 2012-03-27T11:18:20+08:00 ] /www/read/ebook/read/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022685s ]
[ 2012-03-27T11:18:20+08:00 ] /www/read/ebook/read/ | INFO: Tag[ view_filter ] --START--
[ 2012-03-27T11:18:20+08:00 ] /www/read/ebook/read/ | INFO: Run ContentReplace Behavior [ RunTime:0.000596s ]
[ 2012-03-27T11:18:20+08:00 ] /www/read/ebook/read/ | INFO: Run TokenBuild Behavior [ RunTime:0.000607s ]
[ 2012-03-27T11:18:20+08:00 ] /www/read/ebook/read/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000432s ]
[ 2012-03-27T11:18:20+08:00 ] /www/read/ebook/read/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000683s ]
[ 2012-03-27T11:18:20+08:00 ] /www/read/ebook/read/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002555s ]
[ 2012-03-27T11:18:20+08:00 ] /www/read/ebook/read/ | INFO: Tag[ view_end ] --START--
[ 2012-03-27T11:18:20+08:00 ] /www/read/ebook/read/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000733s ]
[ 2012-03-27T11:18:20+08:00 ] /www/read/ebook/read/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000820s ]
[ 2012-03-27T11:18:24+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ route_check ] --START--
[ 2012-03-27T11:18:24+08:00 ] /www/read/ebook/read/33/1 | INFO: Run CheckRoute Behavior [ RunTime:0.001370s ]
[ 2012-03-27T11:18:24+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001514s ]
[ 2012-03-27T11:18:24+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ app_begin ] --START--
[ 2012-03-27T11:18:24+08:00 ] /www/read/ebook/read/33/1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000851s ]
[ 2012-03-27T11:18:24+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001010s ]
[ 2012-03-27T11:18:24+08:00 ] /www/read/ebook/read/33/1 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004389s ]
[ 2012-03-27T11:18:24+08:00 ] /www/read/ebook/read/33/1 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '1' )  [ RunTime:0.003528s ]
[ 2012-03-27T11:18:24+08:00 ] /www/read/ebook/read/33/1 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004237s ]
[ 2012-03-27T11:18:24+08:00 ] /www/read/ebook/read/33/1 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '33' ) LIMIT 1   [ RunTime:0.003159s ]
