[ 2012-03-28T10:07:32+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-28T10:07:59+08:00 ] /www/read/Libary | INFO: Tag[ app_begin ] --START--
[ 2012-03-28T10:07:59+08:00 ] /www/read/Libary | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000842s ]
[ 2012-03-28T10:07:59+08:00 ] /www/read/Libary | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000938s ]
[ 2012-03-28T10:07:59+08:00 ] /www/read/Libary | SQL: SHOW COLUMNS FROM `booklib` [ RunTime:0.005460s ]
[ 2012-03-28T10:07:59+08:00 ] /www/read/Libary | SQL: SELECT * FROM `booklib` WHERE ( `userId` = '3' )  [ RunTime:0.003697s ]
[ 2012-03-28T10:07:59+08:00 ] /www/read/Libary | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.005574s ]
[ 2012-03-28T10:07:59+08:00 ] /www/read/Libary | SQL: SELECT * FROM `books`  [ RunTime:0.003600s ]
[ 2012-03-28T10:07:59+08:00 ] /www/read/Libary | INFO: Tag[ view_template ] --START--
[ 2012-03-28T10:07:59+08:00 ] /www/read/Libary | INFO: Run LocationTemplate Behavior [ RunTime:0.001599s ]
[ 2012-03-28T10:07:59+08:00 ] /www/read/Libary | INFO: Tag[ view_template ] --END-- [ RunTime:0.001700s ]
[ 2012-03-28T10:07:59+08:00 ] /www/read/Libary | INFO: Tag[ view_parse ] --START--
[ 2012-03-28T10:07:59+08:00 ] /www/read/Libary | INFO: Run ParseTemplate Behavior [ RunTime:0.027812s ]
[ 2012-03-28T10:07:59+08:00 ] /www/read/Libary | INFO: Tag[ view_parse ] --END-- [ RunTime:0.027916s ]
[ 2012-03-28T10:07:59+08:00 ] /www/read/Libary | INFO: Tag[ view_filter ] --START--
[ 2012-03-28T10:07:59+08:00 ] /www/read/Libary | INFO: Run ContentReplace Behavior [ RunTime:0.000662s ]
[ 2012-03-28T10:07:59+08:00 ] /www/read/Libary | INFO: Run TokenBuild Behavior [ RunTime:0.000666s ]
[ 2012-03-28T10:07:59+08:00 ] /www/read/Libary | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000451s ]
[ 2012-03-28T10:07:59+08:00 ] /www/read/Libary | INFO: Run ShowRuntime Behavior [ RunTime:0.000737s ]
[ 2012-03-28T10:07:59+08:00 ] /www/read/Libary | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002765s ]
[ 2012-03-28T10:07:59+08:00 ] /www/read/Libary | INFO: Tag[ view_end ] --START--
[ 2012-03-28T10:07:59+08:00 ] /www/read/Libary | INFO: Run ShowPageTrace Behavior [ RunTime:0.000768s ]
[ 2012-03-28T10:07:59+08:00 ] /www/read/Libary | INFO: Tag[ view_end ] --END-- [ RunTime:0.000851s ]
[ 2012-03-28T10:08:03+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ route_check ] --START--
[ 2012-03-28T10:08:03+08:00 ] /www/read/ebook/read/33/1 | INFO: Run CheckRoute Behavior [ RunTime:0.001254s ]
[ 2012-03-28T10:08:03+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001395s ]
[ 2012-03-28T10:08:03+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ app_begin ] --START--
[ 2012-03-28T10:08:03+08:00 ] /www/read/ebook/read/33/1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001037s ]
[ 2012-03-28T10:08:03+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001148s ]
[ 2012-03-28T10:08:03+08:00 ] /www/read/ebook/read/33/1 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.031033s ]
[ 2012-03-28T10:08:03+08:00 ] /www/read/ebook/read/33/1 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '1' )  [ RunTime:0.003965s ]
[ 2012-03-28T10:08:03+08:00 ] /www/read/ebook/read/33/1 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004543s ]
[ 2012-03-28T10:08:03+08:00 ] /www/read/ebook/read/33/1 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '33' ) LIMIT 1   [ RunTime:0.003509s ]
[ 2012-03-28T10:08:03+08:00 ] /www/read/ebook/read/33/1 | SQL: SELECT `contentNum` FROM `bookcontents` WHERE ( `booksId` = '33' ) ORDER BY contentNum desc LIMIT 1   [ RunTime:0.000665s ]
[ 2012-03-28T10:08:03+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ view_template ] --START--
[ 2012-03-28T10:08:03+08:00 ] /www/read/ebook/read/33/1 | INFO: Run LocationTemplate Behavior [ RunTime:0.001604s ]
[ 2012-03-28T10:08:03+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001702s ]
[ 2012-03-28T10:08:03+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ view_parse ] --START--
[ 2012-03-28T10:08:03+08:00 ] /www/read/ebook/read/33/1 | INFO: Run ParseTemplate Behavior [ RunTime:0.023155s ]
[ 2012-03-28T10:08:03+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.023261s ]
[ 2012-03-28T10:08:03+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ view_filter ] --START--
[ 2012-03-28T10:08:03+08:00 ] /www/read/ebook/read/33/1 | INFO: Run ContentReplace Behavior [ RunTime:0.000688s ]
[ 2012-03-28T10:08:03+08:00 ] /www/read/ebook/read/33/1 | INFO: Run TokenBuild Behavior [ RunTime:0.000676s ]
[ 2012-03-28T10:08:03+08:00 ] /www/read/ebook/read/33/1 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000446s ]
[ 2012-03-28T10:08:03+08:00 ] /www/read/ebook/read/33/1 | INFO: Run ShowRuntime Behavior [ RunTime:0.000733s ]
[ 2012-03-28T10:08:03+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002786s ]
[ 2012-03-28T10:08:03+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ view_end ] --START--
[ 2012-03-28T10:08:03+08:00 ] /www/read/ebook/read/33/1 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000781s ]
[ 2012-03-28T10:08:03+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000864s ]
[ 2012-03-28T10:17:22+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ route_check ] --START--
[ 2012-03-28T10:17:22+08:00 ] /www/read/ebook/read/33/1 | INFO: Run CheckRoute Behavior [ RunTime:0.002593s ]
[ 2012-03-28T10:17:22+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002738s ]
[ 2012-03-28T10:17:22+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ app_begin ] --START--
[ 2012-03-28T10:17:22+08:00 ] /www/read/ebook/read/33/1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002171s ]
[ 2012-03-28T10:17:22+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002292s ]
[ 2012-03-28T10:17:22+08:00 ] /www/read/ebook/read/33/1 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004947s ]
[ 2012-03-28T10:17:22+08:00 ] /www/read/ebook/read/33/1 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '1' )  [ RunTime:0.003793s ]
[ 2012-03-28T10:17:22+08:00 ] /www/read/ebook/read/33/1 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004722s ]
[ 2012-03-28T10:17:22+08:00 ] /www/read/ebook/read/33/1 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '33' ) LIMIT 1   [ RunTime:0.003851s ]
[ 2012-03-28T10:17:22+08:00 ] /www/read/ebook/read/33/1 | SQL: SELECT `contentNum` FROM `bookcontents` WHERE ( `booksId` = '33' ) ORDER BY contentNum desc LIMIT 1   [ RunTime:0.000652s ]
[ 2012-03-28T10:17:22+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ view_template ] --START--
[ 2012-03-28T10:17:22+08:00 ] /www/read/ebook/read/33/1 | INFO: Run LocationTemplate Behavior [ RunTime:0.002995s ]
[ 2012-03-28T10:17:22+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ view_template ] --END-- [ RunTime:0.003095s ]
[ 2012-03-28T10:17:22+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ view_parse ] --START--
[ 2012-03-28T10:17:22+08:00 ] /www/read/ebook/read/33/1 | INFO: Run ParseTemplate Behavior [ RunTime:0.034572s ]
[ 2012-03-28T10:17:22+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.034681s ]
[ 2012-03-28T10:17:22+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ view_filter ] --START--
[ 2012-03-28T10:17:22+08:00 ] /www/read/ebook/read/33/1 | INFO: Run ContentReplace Behavior [ RunTime:0.001900s ]
[ 2012-03-28T10:17:22+08:00 ] /www/read/ebook/read/33/1 | INFO: Run TokenBuild Behavior [ RunTime:0.002064s ]
[ 2012-03-28T10:17:22+08:00 ] /www/read/ebook/read/33/1 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001841s ]
[ 2012-03-28T10:17:22+08:00 ] /www/read/ebook/read/33/1 | INFO: Run ShowRuntime Behavior [ RunTime:0.002062s ]
[ 2012-03-28T10:17:22+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008144s ]
[ 2012-03-28T10:17:22+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ view_end ] --START--
[ 2012-03-28T10:17:22+08:00 ] /www/read/ebook/read/33/1 | INFO: Run ShowPageTrace Behavior [ RunTime:0.002003s ]
[ 2012-03-28T10:17:22+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ view_end ] --END-- [ RunTime:0.002093s ]
[ 2012-03-28T10:17:26+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --START--
[ 2012-03-28T10:17:26+08:00 ] /www/read/ebook/read/33/2 | INFO: Run CheckRoute Behavior [ RunTime:0.002433s ]
[ 2012-03-28T10:17:26+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002578s ]
[ 2012-03-28T10:17:26+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --START--
[ 2012-03-28T10:17:26+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002143s ]
[ 2012-03-28T10:17:26+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002250s ]
[ 2012-03-28T10:17:26+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004409s ]
[ 2012-03-28T10:17:26+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '2' )  [ RunTime:0.004138s ]
[ 2012-03-28T10:17:26+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.005525s ]
[ 2012-03-28T10:17:26+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '33' ) LIMIT 1   [ RunTime:0.003410s ]
[ 2012-03-28T10:17:26+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `contentNum` FROM `bookcontents` WHERE ( `booksId` = '33' ) ORDER BY contentNum desc LIMIT 1   [ RunTime:0.000646s ]
[ 2012-03-28T10:17:26+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_template ] --START--
[ 2012-03-28T10:17:26+08:00 ] /www/read/ebook/read/33/2 | INFO: Run LocationTemplate Behavior [ RunTime:0.002994s ]
[ 2012-03-28T10:17:26+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_template ] --END-- [ RunTime:0.003091s ]
[ 2012-03-28T10:17:26+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_parse ] --START--
[ 2012-03-28T10:17:27+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ParseTemplate Behavior [ RunTime:0.025074s ]
[ 2012-03-28T10:17:27+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.025186s ]
[ 2012-03-28T10:17:27+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_filter ] --START--
[ 2012-03-28T10:17:27+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ContentReplace Behavior [ RunTime:0.001861s ]
[ 2012-03-28T10:17:27+08:00 ] /www/read/ebook/read/33/2 | INFO: Run TokenBuild Behavior [ RunTime:0.001864s ]
[ 2012-03-28T10:17:27+08:00 ] /www/read/ebook/read/33/2 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001684s ]
[ 2012-03-28T10:17:27+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ShowRuntime Behavior [ RunTime:0.001943s ]
[ 2012-03-28T10:17:27+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007625s ]
[ 2012-03-28T10:17:27+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_end ] --START--
[ 2012-03-28T10:17:27+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ShowPageTrace Behavior [ RunTime:0.002027s ]
[ 2012-03-28T10:17:27+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_end ] --END-- [ RunTime:0.002118s ]
[ 2012-03-28T10:17:30+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ route_check ] --START--
[ 2012-03-28T10:17:30+08:00 ] /www/read/ebook/read/33/3 | INFO: Run CheckRoute Behavior [ RunTime:0.002419s ]
[ 2012-03-28T10:17:30+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002572s ]
[ 2012-03-28T10:17:30+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ app_begin ] --START--
[ 2012-03-28T10:17:30+08:00 ] /www/read/ebook/read/33/3 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002001s ]
[ 2012-03-28T10:17:30+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002103s ]
[ 2012-03-28T10:17:30+08:00 ] /www/read/ebook/read/33/3 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004643s ]
[ 2012-03-28T10:17:30+08:00 ] /www/read/ebook/read/33/3 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '3' )  [ RunTime:0.003713s ]
[ 2012-03-28T10:17:30+08:00 ] /www/read/ebook/read/33/3 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004957s ]
[ 2012-03-28T10:17:30+08:00 ] /www/read/ebook/read/33/3 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '33' ) LIMIT 1   [ RunTime:0.003932s ]
[ 2012-03-28T10:17:30+08:00 ] /www/read/ebook/read/33/3 | SQL: SELECT `contentNum` FROM `bookcontents` WHERE ( `booksId` = '33' ) ORDER BY contentNum desc LIMIT 1   [ RunTime:0.000687s ]
[ 2012-03-28T10:17:30+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_template ] --START--
[ 2012-03-28T10:17:30+08:00 ] /www/read/ebook/read/33/3 | INFO: Run LocationTemplate Behavior [ RunTime:0.002995s ]
[ 2012-03-28T10:17:30+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_template ] --END-- [ RunTime:0.003096s ]
[ 2012-03-28T10:17:30+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_parse ] --START--
[ 2012-03-28T10:17:30+08:00 ] /www/read/ebook/read/33/3 | INFO: Run ParseTemplate Behavior [ RunTime:0.024740s ]
[ 2012-03-28T10:17:30+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.024848s ]
[ 2012-03-28T10:17:30+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_filter ] --START--
[ 2012-03-28T10:17:30+08:00 ] /www/read/ebook/read/33/3 | INFO: Run ContentReplace Behavior [ RunTime:0.001898s ]
[ 2012-03-28T10:17:30+08:00 ] /www/read/ebook/read/33/3 | INFO: Run TokenBuild Behavior [ RunTime:0.001963s ]
[ 2012-03-28T10:17:30+08:00 ] /www/read/ebook/read/33/3 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001932s ]
[ 2012-03-28T10:17:30+08:00 ] /www/read/ebook/read/33/3 | INFO: Run ShowRuntime Behavior [ RunTime:0.001973s ]
[ 2012-03-28T10:17:30+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008049s ]
[ 2012-03-28T10:17:30+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_end ] --START--
[ 2012-03-28T10:17:30+08:00 ] /www/read/ebook/read/33/3 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001999s ]
[ 2012-03-28T10:17:30+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_end ] --END-- [ RunTime:0.002086s ]
[ 2012-03-28T10:17:33+08:00 ] /www/read/ebook/read/33/4 | INFO: Tag[ route_check ] --START--
[ 2012-03-28T10:17:33+08:00 ] /www/read/ebook/read/33/4 | INFO: Run CheckRoute Behavior [ RunTime:0.002444s ]
[ 2012-03-28T10:17:33+08:00 ] /www/read/ebook/read/33/4 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002587s ]
[ 2012-03-28T10:17:33+08:00 ] /www/read/ebook/read/33/4 | INFO: Tag[ app_begin ] --START--
[ 2012-03-28T10:17:33+08:00 ] /www/read/ebook/read/33/4 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002008s ]
[ 2012-03-28T10:17:33+08:00 ] /www/read/ebook/read/33/4 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002109s ]
[ 2012-03-28T10:17:33+08:00 ] /www/read/ebook/read/33/4 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.259581s ]
[ 2012-03-28T10:17:33+08:00 ] /www/read/ebook/read/33/4 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '4' )  [ RunTime:0.019773s ]
[ 2012-03-28T10:17:33+08:00 ] /www/read/ebook/read/33/4 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.011796s ]
[ 2012-03-28T10:17:33+08:00 ] /www/read/ebook/read/33/4 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '33' ) LIMIT 1   [ RunTime:0.006013s ]
[ 2012-03-28T10:17:33+08:00 ] /www/read/ebook/read/33/4 | SQL: SELECT `contentNum` FROM `bookcontents` WHERE ( `booksId` = '33' ) ORDER BY contentNum desc LIMIT 1   [ RunTime:0.000604s ]
[ 2012-03-28T10:17:33+08:00 ] /www/read/ebook/read/33/4 | INFO: Tag[ view_template ] --START--
[ 2012-03-28T10:17:33+08:00 ] /www/read/ebook/read/33/4 | INFO: Run LocationTemplate Behavior [ RunTime:0.003120s ]
[ 2012-03-28T10:17:33+08:00 ] /www/read/ebook/read/33/4 | INFO: Tag[ view_template ] --END-- [ RunTime:0.003220s ]
[ 2012-03-28T10:17:33+08:00 ] /www/read/ebook/read/33/4 | INFO: Tag[ view_parse ] --START--
[ 2012-03-28T10:17:33+08:00 ] /www/read/ebook/read/33/4 | INFO: Run ParseTemplate Behavior [ RunTime:0.026139s ]
[ 2012-03-28T10:17:33+08:00 ] /www/read/ebook/read/33/4 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.026247s ]
[ 2012-03-28T10:17:33+08:00 ] /www/read/ebook/read/33/4 | INFO: Tag[ view_filter ] --START--
[ 2012-03-28T10:17:33+08:00 ] /www/read/ebook/read/33/4 | INFO: Run ContentReplace Behavior [ RunTime:0.001992s ]
[ 2012-03-28T10:17:33+08:00 ] /www/read/ebook/read/33/4 | INFO: Run TokenBuild Behavior [ RunTime:0.001932s ]
